#meta  sampleObjType=ClassifiedHtSample moduleName=htMLsample
knownClassName|ID|curationState|studytype|experimenttype|modification_date|titleLength|descriptionLength|title|description
No|GSE26766|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|96|943|Interleukin 1b triggers catabolism via a central nervous system-mediated pathway in mice and rat|Hypothalamic interleukin-1 beta (IL-1  ) production is induced in multiple inflammatory diseases associated with muscle catabolism. To determine whether IL-1   signaling in the CNS plays a role in the muscle wasting of inflammatory disease, we examined the ability of intracerebroventricular (ICV) IL-1   injection at pathophysiologically relevant concentrations, to generate catabolic changes in skeletal muscle. Changes in gene expression associated with these catabolic changes were monitored using gene expression exon arrays. 28 samples were analyzed. The following comparisons were made: 6 groups were defined on the basis of treatment and time. Differences between groups were assesed by one way-ANOVA. P values were corrected for multiple comparisons using the Benjamini Hochberg correction at a false discovery rate of 1%. Probes were considered that showed a 1.75 fold or greater up or down regulation at any of the three timepoints. .. total RNA;  2hr, Il-1b injected;  2hr, vehicle injected;  4hr, Il-1b injected;  4hr, vehicle injected;  8hr, Il-1b injected;  8hr, vehicle injected;  10090;  Mus musculus;  skeletal muscle;  Mice were injected intracerebroventrivularly with interleukin 1b and the animals were sacrificed 2, 4, or 8 hours after injection. Skeletal muscle was isloated for use in this analysis.;
No|GSE25006|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|68|338|Mouse heart tissue: wild-type vs. aMHC-Calcineurin transgenic (CnTg)|Cardiac profiling of miR expression levels in a transgenic mouse model of heart failure (MHC-CnA) to identify miRs that are co-regulated with the development of calcineurin-induced heart failure. Two-condition experiment: WT vs CnTg. Biological replicates: one array was performed on 3 pooled samples of each genotype (2 arrays in total). .. 6 weeks;  male;  WT;  aMHC-Calcineurin transgenic (CnTg);  total RNA;  left ventricle, CnTg;  left ventricle, WT;  C57BL/6;  10090;  Mus musculus;  left ventricle;
No|GSE31201|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|48|606|Inter-species array between human, rat and mouse|We propose a new microarray method, called an inter-species array, that can measure gene expression levels of multiple species at once. As the array operates simply by changing the probes on an Agilent commercial customized array, and conventional facilities and protocols can be used, the method is cost-efficient. We generated an array for humans, rats and mice that covers 6683 genes. The number of genes is larger than that of previous arrays. We measured the expression of genes in astrocyte cells for humans and rats, and in cortex cells for rats and mice. Single array with multiple species samples. .. astrocyte;  nerve;  total RNA;  Human, astrocyte cell;  Mouse, nerve cell;  Rat, astrocyte cell;  Rat, nerve cell;  C57BL/6;  Sprague-Dawley;  10090;  10116;  9606;  Homo sapiens;  Mus musculus;  Rattus norvegicus;
No|GSE25192|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|89|2331|Novel interaction of PHY-906 and Irinotecan on the inflammatory processes in mouse tumors|Traditional Chinese Medicine (TCM) has been used for thousands of years to treat or prevent diseases, including cancer. Good manufacturing practices (GMP) and sophisticated product analysis (PhytomicsQC) to ensure consistency are now available allowing the assessment of its utility. Polychemical Medicines, like TCM, include chemicals with distinct tissue-dependent pharmacodynamic properties that result in tissue-specific bioactivity. Determining the mode of action of these mixtures was previously unsatisfactory; however, information rich RNA microarray technologies now allow for thorough mechanistic studies about complex mixtures effects. PHY906 is a long used four herb TCM formula employed as adjuvant to relieve side effects associated with chemotherapy. Animal studies documented a decrease in global toxicity and an increase in therapeutic effectiveness of chemotherapy when PHY906 was combined. Using a systems biology approach, we studied tumor tissue to identify reasons for the enhancement of the antitumor effect of Irinotecan by PHY-906 in a well-characterized pre-clinical model; PHY-906 and Irinotecan were administered orally to female BDF-1 mice bearing subcutaneous Colon 38 tumors. We observed that 1) individually PHY-906 and Irinotecan induce distinct alterations in tumor, liver and spleen; 2) PHY-906 alone predominantly induces repression of transcription and immune-suppression in tumors; 3) these effects are reverted in the presence of Irinotecan, with prevalent induction of pro-apoptotic and pro-inflammatory pathways that may favor tumor rejection. Most importantly, PHY-906 together with Irinotecan triggers unique changes not activated by each one alone suggesting that the combination creates a unique tissue-specific response. Four groups of BDF-1 mice bearing colon 38 tumors were treated with Phosphate Buffered Saline (PBS) (n=10), PHY-906 (n=10), Irinotecan (CPT-11, Camptosar(TM)) (n=10) or the combination PHY-906 and Irinotecan (n=10). Tumor (38 samples), spleen (38 samples), and liver (35 samples) tissues were removed and frozen for total RNA isolation and subsequent microarray hybridization. There were a total of 111 samples representing 12 treated tissue groups with 8 to 10 biological replicates each. A reference sample was generated from a pool of mixed normal mouse tissue. .. 4-6 weeks;  subcutaneous murine colon 38 implanted tumor;  female;  total RNA;  Sample Pooling Protocol: Mouse reference RNA was prepared by homogenization and pooling of selected mouse tissues (lung, heart, muscle, kidneys, liver and spleen) from 3 female C57Bl/6 mice.;  CPT-11 Treated Liver;  CPT-11 Treated Spleen;  CPT-11 Treated Tumor;  CPT-11 and PHY-906 Treated Liver;  CPT-11 and PHY-906 Treated Spleen;  CPT-11 and PHY-906 Treated Tumor;  Mixed Normal Mouse Tissues;  PBS Treated Liver;  PBS Treated Spleen;  PBS Treated Tumor;  PHY-906 Treated Liver;  PHY-906 Treated Spleen;  PHY-906 Treated Tumor;  BDF-1;  C57Bl/6;  10090;  Mus musculus;  Liver;  Murine Colon 38 Tumor;  Spleen;  lung, heart, muscle, kidneys, liver and spleen;  Treatment type: compoundAgent: Irinotecan (CPT-11, Camptosar(TM)), PHY-906Treatment dose: 360mg/kg (CPT-11), 500mg/kg (PHY-906)Treatment time: 72 hoursIn-vivo treatment: Murine Colon 38 cells were transplanted subcutaneously into four- to six-week-old female BDF-1 mice (Charles River Laboratories, Wilmington, MA). After 10 to 14 days, mice with tumor sizes of 150-300mm(3) were selected. On Day 0, ten mice were treated with CPT-11 and PHY-906 (n=10). PHY906 was given 30 minutes prior to CPT-11 administration. PHY906 was given orally for 72 hours (500mg/kg twice a day). CPT-11 (360mg/kg) was administered intra-peritoneally. Mice were terminated by cervical dislocation 72 hours after initiation of drug treatment. Tumor tissue was removed and divided and either frozen for total RNA isolation or placed in 10% neutral buffered formalin for histological analysis.;  Treatment type: compoundAgent: Irinotecan (CPT-11, Camptosar(TM))Treatment dose: 360mg/kg (CPT-11)Treatment time: 72 hoursIn-vivo treatment: Murine Colon 38 cells were transplanted subcutaneously into four- to six-week-old female BDF-1 mice (Charles River Laboratories, Wilmington, MA). After 10 to 14 days, mice with tumor sizes of 150-300mm(3) were selected. On Day 0, ten mice were treated with CPT-11 (n=10). CPT-11 (360mg/kg) was administered intra-peritoneally. Mice were terminated by cervical dislocation 72 hours after initiation of drug treatment. Tumor tissue was removed and divided and either frozen for total RNA isolation or placed in 10% neutral buffered formalin for histological analysis.;  Treatment type: compoundAgent: PHY-906Treatment dose: 500mg/kg (twice a day)Treatment time: 72 hoursIn-vivo treatment: Murine Colon 38 cells were transplanted subcutaneously into four- to six-week-old female BDF-1 mice (Charles River Laboratories, Wilmington, MA). After 10 to 14 days, mice with tumor sizes of 150-300mm(3) were selected. On Day 0, ten mice were treated with PHY-906 (n=10). PHY906 was given orally for 72 hours (500mg/kg twice a day). Mice were terminated by cervical dislocation 72 hours after initiation of drug treatment. Tumor tissue was removed and divided and either frozen for total RNA isolation or placed in 10% neutral buffered formalin for histological analysis.;  Treatment type: compoundAgent: Phosphate Buffered Saline (PBS)In-vivo treatment: Murine Colon 38 cells were transplanted subcutaneously into four- to six-week-old female BDF-1 mice (Charles River Laboratories, Wilmington, MA). After 10 to 14 days, mice with tumor sizes of 150-300mm(3) were selected. On Day 0, ten mice were treated with PBS (n=10). Mice were terminated by cervical dislocation 72 hours after initiation of drug treatment. Tumor tissue was removed and divided and either frozen for total RNA isolation or placed in 10% neutral buffered formalin for histological analysis.;
No|GSE29446|Not Applicable|Not Curated|RNA-Seq|2021-09-25|84|2206|Analysis of Transcriptome Complexity via RNA-Seq in Normal and Failing Murine Hearts|Accurate and comprehensive de novo transcriptome profiling in heart is a central issue to better understand cardiac physiology and diseases. Although significant progress has been made in genome-wide profiling for quantitative changes in cardiac gene expression, current knowledge offers limited insights to the total complexity in cardiac transcriptome at individual exon level. To develop more robust bioinformatic approaches to analyze high-throughput RNA sequencing (RNA-Seq) data, with the focus on the investigation of transcriptome complexity at individual exon and transcript levels. In addition to overall gene expression analysis, the methods developed in this study were used to analyze RNA-Seq data with respect to individual transcript isoforms, novel spliced exons, novel alternative terminal exons, novel transcript clusters (i.e., novel genes) and long non-coding RNA genes. We applied these approaches to RNA-Seq data obtained from mouse hearts following pressure-overload induced by trans-aortic constriction. Based on experimental validations, analyses of the features of the identified exons/transcripts, and expression analyses including previously published RNA-Seq data, we demonstrate that the methods are highly effective in detecting and quantifying individual exons and transcripts. Novel insights inferred from the examined aspects of the cardiac transcriptome open ways to further experimental investigations. Our work provided a comprehensive set of methods to analyze mouse cardiac transcriptome complexity at individual exon and transcript levels. Applications of the methods may infer important new insights to gene regulation in normal and disease hearts in terms of exon utilization and potential involvement of novel components of cardiac transcriptome. Left ventricular tissues were collected from C57BL/6 mice after 1 week (hypertrophy stage, HY) and 8 weeks post trans-aortic constriction (TAC) procedure (heart failure stage, HF), respectively, and their corresponding Sham controls (Sham-HY, Sham-HF). To conduct RNA-Seq analysis, total RNAs from six TAC and Sham-operated mice at the HY stage and four TAC and corresponding Sham mice at the HF stage were obtained. .. polyA RNA;  sham operation;  transverse aortic constriction;  SHAM mice at heart failure stage;  SHAM mice at hypertrophy stage;  TAC mice at heart failure stage;  TAC mice at hypertrophy stage;  C57BL/6;  10090;  Mus musculus;  left ventricle tissue;  mRNA was prepared from left ventricle tissue of mice at hypertrophy (HY, 1week post-TAC) and heart failure (HF, 8weeks post-TAC) stages following transverse aortic constriction (TAC);
No|GSE30537|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|115|1782|Dissecting the retinoid-induced differentiation of F9 embryonal stem cells by integrative genomics [mRNA profiling]|Retinoic acid (RA) triggers physiological processes by activating heterodimeric transcription factors comprising retinoic acid (RARa,b,g) and retinoid X (RXRa,b,g) receptors. How a single signal induces highly complex temporally controlled networks that ultimately orchestrate physiological processes is unclear. Using an RA-inducible differentiation model we defined the temporal changes in the genome-wide binding patterns of RARg and RXRa and correlated them with transcription regulation. Unexpectedly, both receptors displayed a highly dynamic binding, with different RXRa heterodimers targeting identical loci. Comparison of RARg and RXRa co-binding at RA-regulated genes identified putative RXRa-RARg target genes that were validated with subtype-selective agonists. Gene regulatory decisions during differentiation were inferred from transcription factor target gene information and temporal gene expression.  This analysis revealed 6 distinct co-expression paths of which RXRa-RARg is associated with transcription activation, while Sox2 and Egr1 were predicted to regulate repression. Finally, RXRa-RARg regulatory networks were reconstructed through integration of functional co-citations. Our analysis provides a dynamic view of RA signalling during cell differentiation, reveals RA heterodimer dynamics and promiscuity, and predicts decisions that diversify the RA signal into distinct gene-regulatory programs. Transcriptional activity in F9 cells treated with different retinoic acid receptor (RAR) agonists; like all-trans retinoic acid (ATRA), BMS961 (RARg-specific), BMS753 (RARa-specific) or BMS641(RARb-specific); has been evaluated at different time-points (2, 6, 24, 48h) and compared with that found under Ethanol-vehicle treatment conditions (48h treatment). .. ATRA;  BMS641;  BMS753;  BMS961;  EtOH;  F9 embryonal carcinoma cells;  total RNA;  F9 cells treated with ATRA (24h);  F9 cells treated with ATRA (2h);  F9 cells treated with ATRA (48h);  F9 cells treated with ATRA (6h);  F9 cells treated with BMS641 (24h);  F9 cells treated with BMS641 (2h);  F9 cells treated with BMS641 (48h);  F9 cells treated with BMS641 (6h);  F9 cells treated with BMS753 (24h);  F9 cells treated with BMS753 (2h);  F9 cells treated with BMS753 (48h);  F9 cells treated with BMS753 (6h);  F9 cells treated with BMS961 (24h);  F9 cells treated with BMS961 (2h);  F9 cells treated with BMS961 (48h);  F9 cells treated with BMS961 (6h);  F9 cells treated with EtOH (48h);  10090;  Mus musculus;  24h;  2h;  48h;  6h;
No|GSE32055|Not Applicable|Not Curated|RNA-Seq|2021-09-25|56|192|Neuronal activity regulates hippocampal miRNA expression|Small RNA fractions from 6-8 week old C57BL/6 mouse hippocampus following electroconvulsive shock (ECS) Size selected RNA clones using Illumina v1.0 DGE small RNA kit, sequenced using Illumina .. total RNA;  size fractionated RNA from mouse hippocampus before ECS;  size fractionated RNA from mouse hippocampus following ECS;  C57BL/6NCrl;  10090;  Mus musculus;  0 hr;  0.5 hr;  1 hr;  24 hr;  3 hr;  6 hr;  hippocampus;  Electroconvulsive shock;
No|GSE31958|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|103|1593|Expression data from primary mouse embryonic fibroblasts from wild-type and Cry double-knockout embryos|By gating cell cycle progression to specific times of the day, the intracellular circadian clock is thought to reduce the exposure of replicating cells to potentially hazardous environmental and endogenous genotoxic compounds. Although core clock gene defects that eradicate circadian rhythmicity can cause an altered in vivo genotoxic stress response and aberrant proliferation rate, it remains to be determined to what extent these cell-cycle-related phenotypes are due to a cell-autonomous lack of circadian oscillations. We investigated the DNA damage sensitivity and proliferative capacity of cultured primary Cry1-/- Cry2-/- fibroblasts. Contrasting previous in vivo studies, we show that the absence of CRY proteins does not affect the cell-autonomous DNA damage response upon exposure of primary cells in vitro to genotoxic agents, but causes cells to proliferate faster. By comparing primary wild type, Cry1-/- Cry2-/-, Cry1+/- Cry2-/- and Cry1-/- Cry2+/- fibroblasts, we provide evidence that CRY proteins influence cell cycle progression in a cell-autonomous, but circadian clock-independent manner and that the accelerated cell cycle progression of Cry-deficient cells is caused by global dysregulation of Bmal1-dependent gene expression. These results suggest that the inconsistency between in vivo and in vitro observations might be attributed to systemic circadian control rather than a direct cell-autonomous control. Asynchronous proliferating MEFs grown under low (3%) oxygen tension and lysed in Trizol. Four independent cell lines were used for each genotype (WT, Cry DKO). .. C57BL/6J;  mouse embryonic fibroblast (MEF);  Cry1-/- Cry2-/-;  wild-type;  total RNA;  primary MEF, Cry DKO;  primary MEF, WT;  10090;  Mus musculus;  __untreated;
No|GSE25587|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|74|2777|Molecular mechanisms of hepatocarcinogenesis in c-Myc/Tgfa transgenic mice|A complete understanding of molecular mechanisms that underlie cancer onset and progression could provide a basis to improve early diagnosis and more effective treatment. However, this is still a challenge in human, partly due to the difficulty of analyzing the early stages of the disease. In this context, genetically engineered mice represent a valuable alternative to model human carcinogenesis. Here, we studied cancer development in c-Myc/Tgfa transgenic mice that developed liver tumors which closely reproduce a subset of human hepatocellular carcinoma (HCC) with a poor prognosis. By using a functional genomics approach from early to late stages of HCC development, we demonstrated that hepatocarcinogenesis in c-Myc/Tgfa mice resulted from a progressive accumulation of transcriptional alterations due to an active hepatocyte proliferation in a chronic oxidative stress environment generated by a general metabolic disorder. One striking observation was the deregulation of numerous immune-related genes starting from an early stage of the disease. Particularly, we showed that activating ligands for natural killer (NK) cells were specifically induced in dysplastic hepatocytes which simultaneously lost the expression of MHC-I molecules. Besides this early mechanism of NK-mediated immune surveillance, we further reported a drastic decrease in hepatic NK cell population which may indeed contribute to the emergence and clonal expansion of progenitors for liver tumors. In conclusion, our study provided a detailed and comprehensive characterization of hepatocarcinogenesis in c-Myc/Tgfa transgenic mice and emphasized the critical role of the innate immune surveillance disruption at the early stages of liver cancer. In the present study, we reported a detailed and comprehensive dynamic characterization of the cellular and molecular alterations involved in tumor onset and progression in the liver of c-Myc/Tgfa double-transgenic mice (B6CBAxCD1 background). Liver samples from male animals were collected at  various time-points ranging from 3 weeks to 9 months for c-Myc/Tgfa double-transgenic mice, or 18 months for c-Myc and Tgfa single-transgenic mice. Tissue samples  were divided into two parts; one was fixed in 10% formalin for histological evaluation and the other was used for RNA analysis. Total RNAs were isolated from livers with moderate or severe hepatocyte dysplasia (at 3 weeks and 3 months, respectively), as well as from HCC and surrounding non-tumor livers (5-15 mice per group). Total RNAs were also isolated from the livers of B6CBAxCD1 wild-type mice at 3 weeks and 3 months. RNAs isolated from the normal livers of B6CBA WT mice (3 months old, n=10) were pooled and used as a common technical reference for all microarray experiments. .. 18 months;  3 months;  3 weeks;  9 months;  male;  Tgfa transgenic;  c-Myc transgenic;  c-Myc/Tgfa double-transgenic;  wild-type;  hepatocellular carcinoma (HCC);  mild hepatocyte dysplasia;  normal;  severe hepatocyte dysplasia;  total RNA;  #1;  #10;  #2;  #3;  #4;  #5;  #6;  #7;  #8;  #9;  10T1;  11T1;  13T2;  14T;  15T1;  16T1;  17;  18;  19;  1T;  1T1;  2;  20;  21;  22;  23;  24;  2T;  2T2;  3;  30;  31;  32;  33;  34;  3T;  3T1;  4;  4T;  4T3;  5T;  5T2;  5T3;  6T;  6T1;  6T2;  7T1;  7T3;  8T1;  8T5;  9T1;  reference;  Myc/Tgfa, dysplastic liver, 3 months;  Myc/Tgfa, dysplastic liver, 3 weeks;  Myc/Tgfa, surrounding tissue, 9 months;  Myc/Tgfa, tumor, 9 months;  Normal mouse liver, 3 months;  Normal mouse liver, 3 weeks;  Reference RNA;  Tgfa, tumor, 18 months;  c-Myc, tumor, 18 months;  B6CBA;  B6CBAxCD1;  10090;  Mus musculus;  liver;  Liver samples from male animals were collected at various time-points ranging from 3 weeks to 18 months. Tissue samples were divided into two parts; one was fixed in 10% formalin for histological evaluation and the other was used for RNA analysis.;
No|GSE19184|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|94|788|Cross species hybridization of human cancer cells xenografted into different mouse organ sites|To test gene expression changes of human cancer cells and mouse surrounding tissue cells during tumor progression, 4 different types of cancer cells (MDA-MB231Br3, PC14Br4, KM12M, A375SM) were injected into mouse brain, skin and orthotopic sites. RNAs containing human cancer cells and mouse surrounding tissue cells were extracted and hybridized into human and mouse arrays at the same times and it revealed the brain microenvironment induced complete reprogramming of metasized cancer cells, resulting in a gain of neuronal cell characteristic , mimicking neurogenesis during development. Human in vivo: 4 KB, 4 KS, 3 KC, 5 MB, 5 MF, 4 MS, 3 PB, 3 PL, 4 PS, 5 AB, 5 AS , 1 BR_N_PCMouse in vivo: 4 KB, 4 KS, 3 KC, 5 MB, 5 MF, 4 MS, 3 PB, 3 PL, 4 PS, 5 AB, 5 AS , 3 BR, 3 PC_BRM, 1 BR_PCM .. Human cancer A375SM cells xenografted into mouse brain;  Human cancer A375SM cells xenografted into mouse skin;  Human cancer KM12M cells xenografted into mouse brain;  Human cancer KM12M cells xenografted into mouse cecum;  Human cancer KM12M cells xenografted into mouse skin;  Human cancer MDA-MB231Br3 cells xenografted into mouse Fatpad;  Human cancer MDA-MB231Br3 cells xenografted into mouse brain;  Human cancer MDA-MB231Br3 cells xenografted into mouse skin;  Human cancer PC14 cells mixed with normal mouse brain;  Human cancer PC14Br4 cells xenografted into mouse brain;  Human cancer PC14Br4 cells xenografted into mouse lung;  Human cancer PC14Br4 cells xenografted into mouse skin;  normal mouse brain;  total RNA;  A375SM cells xenografted into mouse brain;  A375SM cells xenografted into mouse skin;  KM12M cells xenografted into mouse brain;  KM12M cells xenografted into mouse cecum;  KM12M cells xenografted into mouse skin;  MDA-MB231Br3 cells xenografted into mouse Fatpad;  MDA-MB231Br3 cells xenografted into mouse brain;  MDA-MB231Br3 cells xenografted into mouse skin;  PC14 cells mixed with normal mouse brain;  PC14Br4 cells xenografted into mouse brain;  PC14Br4 cells xenografted into mouse lung;  PC14Br4 cells xenografted into mouse skin;  normal mouse brain;  10090;  Mus musculus;
No|GSE24289|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|77|685|Expression data from differentiating ES cells expressing miR-200c and miR-141|ES cells express the miR-200 family which becomes down-regulated during the course of differentiation in serum.  We generated an ES cell line which expresses miR-200c and miR-141 upon addition of doxycycline. Microarrays were used to gain a global picture of differentiation when miR-200c and miR-141 expression were maintained throughout differentiation through the addition of doxycycline. A2.miR200c ES cells, which express miR-200c/miR-141 upon addition of doxycycline, were differentiated as embryoid bodies in six petri dishes.  Half of the samples were treated with doxycycline on both days 2 and 4 of differentiation, and RNA was collected from all samples on days 3, 4, and 5. .. doxycycline;  untreated;  A2.miR200c;  mouse embryonic stem cells;  500 ng/mL;  total RNA;  control;  inducible expression of miR-200c/miR-141;  A2.miR200c, Dox treatment, day 3;  A2.miR200c, Dox treatment, day 4;  A2.miR200c, Dox treatment, day 5;  A2.miR200c, No treatment, day 3;  A2.miR200c, No treatment, day 4;  A2.miR200c, No treatment, day 5;  10090;  Mus musculus;  day 3 of differentiation;  day 4 of differentiation;  day 5 of differentiation;  In Ntdox conditions, doxycycline was added for a final concentration of 500ng/mL on days 2 and 4;
No|GSE18587|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|113|2397|Specific modulation of mucosal immune response, tolerance and proliferation in mice colonized with A. muciniphila|Epithelial cells of the mammalian intestine are covered with a mucus layer that prevents direct contact with intestinal microbes but also constitutes a substrate for mucus-degrading bacteria. To study the effect of mucus degradation on the host response, germ-free mice were colonized with Akkermansia muciniphila. This anaerobic bacterium belonging to the Verrucomicrobia is specialized in the degradation of mucin, the glycoprotein present in mucus, and found in high numbers in the intestinal tract of human and other mammalian species. Efficient colonization of A. muciniphila was observed with highest numbers in the cecum, where most mucin is produced. In contrast, following colonization by Lactobacillus plantarum, a facultative anaerobe belonging to the Firmicutes that ferments carbohydrates, similar cell-numbers were found at all intestinal sites. Whereas A. muciniphila was located closely associated with the intestinal cells, L. plantarum was exclusively found in the lumen. The global transcriptional host response was determined in intestinal biopsies and revealed a consistent, site-specific, and unique modulation of about 750 genes in mice colonized by A. muciniphila and over 1500 genes after colonization by L. plantarum. Pathway reconstructions showed that colonization by A. muciniphila altered mucosal gene expression profiles toward increased expression of genes involved in immune responses and cell fate determination, while colonization by L. plantarum led to up-regulation of lipid metabolism. These indicate that the colonizers induce host responses that are specific per intestinal location. In conclusion, we propose that A. muciniphila modulates pathways involved in establishing homeostasis for basal metabolism and immune tolerance toward commensal microbiota.  Keywords: Analysis of target gene regulation by using microarrays Adult germ-free female NMRI-KI mice (45     65 days) were used for bacterial mono-association. Two bacterial strains were used in this study, A. muciniphila MucT (ATTC BAA-835) and L. plantarum WCFS1 (NCIMB 8826). A. muciniphila was grown anaerobically in a basal mucin based medium and L. plantarum was grown anaerobically at 37  C in Man-Rogosa-Sharpe broth (MRS; Le Pont de Claix, France). After 7 days of colonization, mice were killed by cervical dislocation and terminal ileum, cecum and ascending colon specimens were sampled. .. 45-60 days;  Akkermansia muciniphila MucT;  Lactobacillus plantarum WCFS1;  none;  adult;  female;  total RNA;  caecum from germ-free NMRI-KI mice, mono-associated with A. muciniphila, pooled samples;  caecum from germ-free NMRI-KI mice, mono-associated with L. plantarum, pooled samples;  caecum from germ-free NMRI-KI mice, not inoculated, pooled samples;  colon from germ-free NMRI-KI mice, mono-associated with L. plantarum, pooled samples;  colon from germ-free NMRI-KI mice, not inoculated, pooled samples;  ileum from germ-free NMRI-KI mice, mono-associated with A. muciniphila, pooled samples;  ileum from germ-free NMRI-KI mice, mono-associated with L. plantarum, pooled samples;  ileum from germ-free NMRI-KI mice, not inoculated, pooled samples;  NMRI-KI;  10090;  Mus musculus;  caecum;  colon;  ileum;  The germ-free female NMRI-KI mice (45 ? 65 days of age) were mono-associated using established protocols. In brief, 10 ml of cultures in late log phase of A. muciniphila MucT (ATTC BAA-835) and L. plantarum WCFS1 (NCIMB 8826) were centrifuged (4500 rpm, 10 min). Pellets were resuspended in 1 ml of sterile anaerobic Phosphate Buffer Saline (PBS) and dispensed into sterile ampoules which were heat-sealed. The external surface of each ampoule was sterilized with chromsulfuric acid before transfer into respective isolators. Inside the isolators, the ampoules were broken, and 0.2 ml (10^9 cfu/ml) of the strictly anaerobic A. muciniphila (n=6) was inoculated intragastrically; L. plantarum (n=6) was inoculated orally. Germ-free control mice (n=6) were housed in separate isolators. After 7 days of colonization, mice were killed by cervical dislocation and terminal ileum, cecum and ascending colon specimens were sampled.;
No|GSE32084|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|108|1036|Transcriptomics of the traditional Japanese medicine juzentaihoto (JTX) on small intestines on germfree mice|Juzehtaihoto, a Japanese traditional medicine has been used for the treatment of various kinds of disease or disorders in an enteric-flora dependent manner. Here, we performed transcriptome analysis using Affymetrix GeneChip on small intestine (SI) of germ-free (GF)  and specific pathogen free (SPF) mice of IQI, an inbred strain established from ICR. Male germ-free (GF) and specific pathogen-free (SPF) IQI mice were bred and maintained in the laboratory of Central Institute for Experimental Animals (CIEA, Kawasaki, Kanagwa, Japan). GF mice were housed in a Trexler-type flexible film isolator in a standard germ free state and screened on a weekly basis for germ-free status by sampling feces sterilely and culturing on MRS-agar plates under aerobic and anaerobic conditions. All the GF, SPF, ex-GF mice were kept in a 12: 12-h light/dark cycle and at a temperature of 22  2  C. Nine week old mice (n=3) were sacrificed by cervical dislocation and the intestines were dissected.comparison of the mice with or without enteric flora .. 9-week;  germ-free (GF);  specific pathogen free (SPF);  male;  total RNA;  Small_inestine-GermFree-JTX_treated;  Small_inestine-GermFree-urtreated;  Small_inestine-SpecificPathogenFree-JTX_treated;  Small_inestine-SpecificPathogenFree-urtreated;  IQI;  10090;  Mus musculus;  small intestine;  Nine week old mice (n=3) were sacrificed by cervical dislocation and the small intestine was dissected (SI was not divided into proximal and distal sections and was treated as a single intestinal section). Tissue destined for RNA extraction were flash-flozen in liquid nitrogen after washing with ice-cold PBS.;
No|GSE32083|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|108|1125|Transcriptomics of the traditional Japanese medicine juzentaihoto (JTX) on large intestines on germfree mice|Juzehtaihoto, a Japanese traditional medicine has been used for the treatment of various kinds of diseases or disorders in an enteric-flora dependent manner. Here, we performed transcriptome analysis using Affymetrix GeneChip on large intestine (LI) of germ-free (GF)  and specific pathogen free (SPF) mice of IQI, an inbred strain established from ICR, and BALB/c SPF mice. Male germ-free (GF) and specific pathogen-free (SPF) mice of IQI and BALB/c strains were bred and maintained in the laboratory of Central Institute for Experimental Animals (CIEA, Kawasaki, Kanagwa, Japan). GF mice were housed in a Trexler-type flexible film isolator in a standard germ free state and screened on a weekly basis for germ-free status by sampling feces sterilely and culturing on MRS-agar plates under aerobic and anaerobic conditions. All the GF, SPF, ex-GF mice were kept in a 12: 12-h light/dark cycle and at a temperature of 22  2  C. Nine week old mice (n=3) were sacrificed by cervical dislocation and the intestines were dissected.comparison of the mice with or without enteric flora; comparison of the mice of different strains .. 9-week;  germ-free (GF);  specific pathogen free (SPF);  male;  total RNA;  Colon-BALB/c-JTX_treated;  Colon-BALB/c-nontreated;  Colon-GermFree-JTX_treated;  Colon-SpecificPathogenFree-JTX_treated;  BALB/c;  IQI;  10090;  Mus musculus;  Colon;  Nine week old mice (n=3) were sacrificed by cervical dislocation and the colon was dissected (the colon was not divided into proximal and distal sections and was treated as a single intestinal section). Tissue destined for RNA extraction were flash-flozen in liquid nitrogen after washing with ice-cold PBS.;
